grup;vendor;nomor_kontainer;size;group;tanggal_awal;tanggal_akhir;periode;masa;tarif;dpp;dpp_nilai_lain;ppn;pph;grand_total;status;computed_periode
TK124060000052;ZONA;MSKU4555445;40;Z003;2024-06-14;;7;"14 desember 2024 - 13 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000053;ZONA;MSKU4555445;40;Z003;2024-06-14;;8;"14 januari 2025 - 13 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000054;ZONA;MSKU4555445;40;Z003;2024-06-14;;9;"14 februari 2025 - 13 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000055;ZONA;MSKU4555445;40;Z003;2024-06-14;;10;"14 maret 2025 - 13 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000056;ZONA;MSKU4555445;40;Z003;2024-06-14;;11;"14 april 2025 - 13 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000057;ZONA;MSKU4555445;40;Z003;2024-06-14;;12;"14 mei 2025 - 13 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000058;ZONA;MSKU4555445;40;Z003;2024-06-14;;13;"14 juni 2025 - 13 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000059;ZONA;MSKU4555445;40;Z003;2024-06-14;;14;"14 juli 2025 - 13 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124060000060;ZONA;MSKU4555445;40;Z003;2024-06-14;;15;"14 agustus 2025 - 13 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;15
TK124070000001;ZONA;XXXU9902224;40;Z004;2024-07-06;2025-01-04;1;"6 juli 2024 - 5 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK124070000002;ZONA;XXXU9902224;40;Z004;2024-07-06;2025-01-04;2;"6 agustus 2024 - 5 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK124070000003;ZONA;XXXU9902224;40;Z004;2024-07-06;2025-01-04;3;"6 september 2024 - 5 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK124070000004;ZONA;XXXU9902224;40;Z004;2024-07-06;2025-01-04;4;"6 oktober 2024 - 5 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK124070000005;ZONA;XXXU9902224;40;Z004;2024-07-06;2025-01-04;5;"6 november 2024 - 5 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK124070000006;ZONA;XXXU9902224;40;Z004;2024-07-06;2025-01-04;6;"6 desember 2024 - 4 januari 2025";Harian;1261260;1156155;138739;25225;1374773;;6
TK124070000007;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;1;"6 juli 2024 - 5 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000008;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;2;"6 agustus 2024 - 5 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000009;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;3;"6 september 2024 - 5 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000010;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;4;"6 oktober 2024 - 5 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000011;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;5;"6 november 2024 - 5 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000012;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;6;"6 desember 2024 - 5 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000013;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;7;"6 januari 2025 - 5 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000014;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;8;"6 februari 2025 - 5 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000015;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;9;"6 maret 2025 - 5 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000016;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;10;"6 april 2025 - 5 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000017;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;11;"6 mei 2025 - 5 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000018;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;12;"6 juni 2025 - 5 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124070000019;ZONA;TEXU7210230;40;Z004;2024-07-06;2025-07-25;13;"6 juli 2025 - 25 juli 2025";Harian;840840;770770;92492;16817;916516;;13
TK124070000020;ZONA;XXXU9902224;40;Z004;2024-07-06;;1;"6 juli 2024 - 5 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000021;ZONA;XXXU9902224;40;Z004;2024-07-06;;2;"6 agustus 2024 - 5 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000022;ZONA;XXXU9902224;40;Z004;2024-07-06;;3;"6 september 2024 - 5 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000023;ZONA;XXXU9902224;40;Z004;2024-07-06;;4;"6 oktober 2024 - 5 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000024;ZONA;XXXU9902224;40;Z004;2024-07-06;;5;"6 november 2024 - 5 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000025;ZONA;XXXU9902224;40;Z004;2024-07-06;;6;"6 desember 2024 - 5 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000026;ZONA;XXXU9902224;40;Z004;2024-07-06;;7;"6 januari 2025 - 5 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000027;ZONA;XXXU9902224;40;Z004;2024-07-06;;8;"6 februari 2025 - 5 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000028;ZONA;XXXU9902224;40;Z004;2024-07-06;;9;"6 maret 2025 - 5 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000029;ZONA;XXXU9902224;40;Z004;2024-07-06;;10;"6 april 2025 - 5 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000030;ZONA;XXXU9902224;40;Z004;2024-07-06;;11;"6 mei 2025 - 5 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000031;ZONA;XXXU9902224;40;Z004;2024-07-06;;12;"6 juni 2025 - 5 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000032;ZONA;XXXU9902224;40;Z004;2024-07-06;;13;"6 juli 2025 - 5 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000033;ZONA;XXXU9902224;40;Z004;2024-07-06;;14;"6 agustus 2025 - 5 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000034;ZONA;TEXU7210230;40;Z004;2024-07-06;;1;"6 juli 2024 - 5 agustus 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000035;ZONA;TEXU7210230;40;Z004;2024-07-06;;2;"6 agustus 2024 - 5 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000036;ZONA;TEXU7210230;40;Z004;2024-07-06;;3;"6 september 2024 - 5 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000037;ZONA;TEXU7210230;40;Z004;2024-07-06;;4;"6 oktober 2024 - 5 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000038;ZONA;TEXU7210230;40;Z004;2024-07-06;;5;"6 november 2024 - 5 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000039;ZONA;TEXU7210230;40;Z004;2024-07-06;;6;"6 desember 2024 - 5 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000040;ZONA;TEXU7210230;40;Z004;2024-07-06;;7;"6 januari 2025 - 5 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000041;ZONA;TEXU7210230;40;Z004;2024-07-06;;8;"6 februari 2025 - 5 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000042;ZONA;TEXU7210230;40;Z004;2024-07-06;;9;"6 maret 2025 - 5 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000043;ZONA;TEXU7210230;40;Z004;2024-07-06;;10;"6 april 2025 - 5 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000044;ZONA;TEXU7210230;40;Z004;2024-07-06;;11;"6 mei 2025 - 5 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000045;ZONA;TEXU7210230;40;Z004;2024-07-06;;12;"6 juni 2025 - 5 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000046;ZONA;TEXU7210230;40;Z004;2024-07-06;;13;"6 juli 2025 - 5 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124070000047;ZONA;TEXU7210230;40;Z004;2024-07-06;;14;"6 agustus 2025 - 5 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;14
TK124080000001;ZONA;GESU5570090;40;Z005;2024-08-29;;1;"29 agustus 2024 - 28 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000002;ZONA;GESU5570090;40;Z005;2024-08-29;;2;"29 september 2024 - 28 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000003;ZONA;GESU5570090;40;Z005;2024-08-29;;3;"29 oktober 2024 - 28 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000004;ZONA;GESU5570090;40;Z005;2024-08-29;;4;"29 november 2024 - 28 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000005;ZONA;GESU5570090;40;Z005;2024-08-29;;5;"29 desember 2024 - 28 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000006;ZONA;GESU5570090;40;Z005;2024-08-29;;6;"29 januari 2025 - 28 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000007;ZONA;GESU5570090;40;Z005;2024-08-29;;7;"29 maret 2025 - 28 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000008;ZONA;GESU5570090;40;Z005;2024-08-29;;8;"29 maret 2025 - 28 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000009;ZONA;GESU5570090;40;Z005;2024-08-29;;9;"29 april 2025 - 28 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000010;ZONA;GESU5570090;40;Z005;2024-08-29;;10;"29 mei 2025 - 28 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000011;ZONA;GESU5570090;40;Z005;2024-08-29;;11;"29 juni 2025 - 28 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000012;ZONA;GESU5570090;40;Z005;2024-08-29;;12;"29 juli 2025 - 28 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000013;ZONA;GESU5570090;40;Z005;2024-08-29;;13;"29 agustus 2025 - 28 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000014;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;1;"30 agustus 2024 - 29 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000015;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;2;"30 september 2024 - 29 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000016;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;3;"30 oktober 2024 - 29 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000017;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;4;"30 november 2024 - 29 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000018;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;5;"30 desember 2024 - 29 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000019;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;6;"30 januari 2025 - 1 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000020;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;7;"30 maret 2025 - 29 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000021;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;8;"30 maret 2025 - 29 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000022;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;9;"30 april 2025 - 29 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;10
TK124080000023;ZONA;CBHU8810653;40;Z006;2024-08-30;2025-06-25;10;"30 mei 2025 - 25 juni 2025";Harian;1135134;1040540;124865;22703;1237296;;10
TK124080000024;ZONA;GESU5570090;40;Z005;2024-08-29;;1;"29 agustus 2024 - 28 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000025;ZONA;GESU5570090;40;Z005;2024-08-29;;2;"29 september 2024 - 28 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000026;ZONA;GESU5570090;40;Z005;2024-08-29;;3;"29 oktober 2024 - 28 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000027;ZONA;GESU5570090;40;Z005;2024-08-29;;4;"29 november 2024 - 28 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000028;ZONA;GESU5570090;40;Z005;2024-08-29;;5;"29 desember 2024 - 28 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000029;ZONA;GESU5570090;40;Z005;2024-08-29;;6;"29 januari 2025 - 28 februari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000030;ZONA;GESU5570090;40;Z005;2024-08-29;;7;"29 maret 2025 - 28 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000031;ZONA;GESU5570090;40;Z005;2024-08-29;;8;"29 maret 2025 - 28 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000032;ZONA;GESU5570090;40;Z005;2024-08-29;;9;"29 april 2025 - 28 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000033;ZONA;GESU5570090;40;Z005;2024-08-29;;10;"29 mei 2025 - 28 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000034;ZONA;GESU5570090;40;Z005;2024-08-29;;11;"29 juni 2025 - 28 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000035;ZONA;GESU5570090;40;Z005;2024-08-29;;12;"29 juli 2025 - 28 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000036;ZONA;GESU5570090;40;Z005;2024-08-29;;13;"29 agustus 2025 - 28 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;13
TK124080000037;ZONA;CBHU8810653;40;Z006;2024-08-30;;1;"30 agustus 2024 - 29 september 2024";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000038;ZONA;CBHU8810653;40;Z006;2024-08-30;;2;"30 september 2024 - 29 oktober 2024";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000039;ZONA;CBHU8810653;40;Z006;2024-08-30;;3;"30 oktober 2024 - 29 november 2024";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000040;ZONA;CBHU8810653;40;Z006;2024-08-30;;4;"30 november 2024 - 29 desember 2024";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000041;ZONA;CBHU8810653;40;Z006;2024-08-30;;5;"30 desember 2024 - 29 januari 2025";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000042;ZONA;CBHU8810653;40;Z006;2024-08-30;;6;"30 januari 2025 - 1 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000043;ZONA;CBHU8810653;40;Z006;2024-08-30;;7;"30 maret 2025 - 29 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000044;ZONA;CBHU8810653;40;Z006;2024-08-30;;8;"30 maret 2025 - 29 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000045;ZONA;CBHU8810653;40;Z006;2024-08-30;;9;"30 april 2025 - 29 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000046;ZONA;CBHU8810653;40;Z006;2024-08-30;;10;"30 mei 2025 - 29 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000047;ZONA;CBHU8810653;40;Z006;2024-08-30;;11;"30 juni 2025 - 29 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124080000048;ZONA;CBHU8810653;40;Z006;2024-08-30;;12;"30 juli 2025 - 29 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;12
TK124120000001;ZONA;CLHU3925177;40;Z008;2024-12-12;2025-01-02;1;"12 desember 2024 - 2 januari 2025";Harian;924924;847847;101742;18498;1008167;;1
TK124120000002;ZONA;ZWFU1000730;40;Z007;2024-12-11;2025-01-02;1;"11 desember 2024 - 2 januari 2025";Harian;966966;886386;106366;19339;1053993;;1
TK124120000003;ZONA;DNAU2622206;20;Z007;2024-12-11;2025-04-07;1;"11 desember 2024 - 10 januari 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK124120000004;ZONA;DNAU2622206;20;Z007;2024-12-11;2025-04-07;2;"11 januari 2025 - 10 februari 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK124120000005;ZONA;DNAU2622206;20;Z007;2024-12-11;2025-04-07;3;"11 februari 2025 - 10 maret 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK124120000006;ZONA;DNAU2622206;20;Z007;2024-12-11;2025-04-07;4;"11 maret 2025 - 7 april 2025";Harian;630616;578065;69368;12612;687371;;4
TK124120000007;ZONA;ZONA6987793;40;Z008;2024-12-12;2025-01-02;1;"12 desember 2024 - 2 januari 2025";Harian;924924;847847;101742;18498;1008167;;1
TK124120000008;ZONA;CLHU3925177;20;Z008;2024-12-12;2025-01-02;1;"12 desember 2024 - 2 januari 2025";Harian;495484;454194;54503;9910;540078;;1
TK124120000009;ZONA;ZWFU1000730;20;Z007;2024-12-11;2025-01-02;1;"11 desember 2024 - 2 januari 2025";Harian;518006;474839;56981;10360;564627;;1
TK124120000010;ZONA;DNAU2622206;20;Z007;2024-12-11;;1;"11 desember 2024 - 10 januari 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000011;ZONA;DNAU2622206;20;Z007;2024-12-11;;2;"11 januari 2025 - 10 februari 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000012;ZONA;DNAU2622206;20;Z007;2024-12-11;;3;"11 februari 2025 - 10 maret 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000013;ZONA;DNAU2622206;20;Z007;2024-12-11;;4;"11 maret 2025 - 10 april 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000014;ZONA;DNAU2622206;20;Z007;2024-12-11;;5;"11 april 2025 - 10 mei 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000015;ZONA;DNAU2622206;20;Z007;2024-12-11;;6;"11 mei 2025 - 10 juni 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000016;ZONA;DNAU2622206;20;Z007;2024-12-11;;7;"11 juni 2025 - 10 juli 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000017;ZONA;DNAU2622206;20;Z007;2024-12-11;;8;"11 juli 2025 - 10 agustus 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000018;ZONA;DNAU2622206;20;Z007;2024-12-11;;9;"11 agustus 2025 - 10 september 2025";Bulanan;675676;619370;74324;13514;736487;;9
TK124120000019;ZONA;ZONA6987793;20;Z008;2024-12-12;2025-01-02;1;"12 desember 2024 - 2 januari 2025";Harian;495484;454194;54503;9910;540078;;1
TK125020000001;ZONA;OOLU1585181;20;Z015;2025-02-13;2025-06-04;1;"13 februari 2025 - 12 maret 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125020000002;ZONA;OOLU1585181;20;Z015;2025-02-13;2025-06-04;2;"13 maret 2025 - 12 april 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125020000003;ZONA;OOLU1585181;20;Z015;2025-02-13;2025-06-04;3;"13 april 2025 - 12 mei 2025";Bulanan;675676;619370;74324;13514;736487;;4
TK125020000004;ZONA;OOLU1585181;20;Z015;2025-02-13;2025-06-04;4;"13 mei 2025 - 4 juni 2025";Harian;518006;474839;56981;10360;564627;;4
TK125020000005;ZONA;OOLU1192163;20;Z015;2025-02-13;2025-06-20;1;"13 februari 2025 - 12 maret 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125020000006;ZONA;OOLU1192163;20;Z015;2025-02-13;2025-06-20;2;"13 maret 2025 - 12 april 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125020000007;ZONA;OOLU1192163;20;Z015;2025-02-13;2025-06-20;3;"13 april 2025 - 12 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125020000008;ZONA;OOLU1192163;20;Z015;2025-02-13;2025-06-20;4;"13 mei 2025 - 12 juni 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125020000009;ZONA;OOLU1192163;20;Z015;2025-02-13;2025-06-20;5;"13 juni 2025 - 20 juni 2025";Harian;180176;165161;19819;3604;196392;;5
TK125020000010;ZONA;ECMU1819649;20;Z015;2025-02-13;2025-07-09;1;"13 februari 2025 - 12 maret 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125020000011;ZONA;ECMU1819649;20;Z015;2025-02-13;2025-07-09;2;"13 maret 2025 - 12 april 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125020000012;ZONA;ECMU1819649;20;Z015;2025-02-13;2025-07-09;3;"13 april 2025 - 12 mei 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125020000013;ZONA;ECMU1819649;20;Z015;2025-02-13;2025-07-09;4;"13 mei 2025 - 12 juni 2025";Bulanan;675676;619370;74324;13514;736487;;5
TK125020000014;ZONA;ECMU1819649;20;Z015;2025-02-13;2025-07-09;5;"13 juni 2025 - 9 juli 2025";Harian;608094;557420;66890;12162;662822;;5
TK125020000015;ZONA;BPLU1210002;40;Z016;2025-02-20;;1;"20 februari 2025 - 19 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000016;ZONA;BPLU1210002;40;Z016;2025-02-20;;2;"20 maret 2025 - 19 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000017;ZONA;BPLU1210002;40;Z016;2025-02-20;;3;"20 april 2025 - 19 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000018;ZONA;BPLU1210002;40;Z016;2025-02-20;;4;"20 mei 2025 - 19 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000019;ZONA;BPLU1210002;40;Z016;2025-02-20;;5;"20 juni 2025 - 19 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000020;ZONA;BPLU1210002;40;Z016;2025-02-20;;6;"20 juli 2025 - 19 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000021;ZONA;BPLU1210002;40;Z016;2025-02-20;;7;"20 agustus 2025 - 19 september 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000022;ZONA;DFSU6225950;40;Z016;2025-02-20;2025-07-25;1;"20 februari 2025 - 19 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000023;ZONA;DFSU6225950;40;Z016;2025-02-20;2025-07-25;2;"20 maret 2025 - 19 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000024;ZONA;DFSU6225950;40;Z016;2025-02-20;2025-07-25;3;"20 april 2025 - 19 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000025;ZONA;DFSU6225950;40;Z016;2025-02-20;2025-07-25;4;"20 mei 2025 - 19 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000026;ZONA;DFSU6225950;40;Z016;2025-02-20;2025-07-25;5;"20 juni 2025 - 19 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000027;ZONA;DFSU6225950;40;Z016;2025-02-20;2025-07-25;6;"20 juli 2025 - 25 juli 2025";Harian;252252;231231;27748;5045;274955;;6
TK125020000028;ZONA;KKFU7120388;40;Z017;2025-02-21;2025-07-25;1;"21 februari 2025 - 20 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000029;ZONA;KKFU7120388;40;Z017;2025-02-21;2025-07-25;2;"21 maret 2025 - 20 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000030;ZONA;KKFU7120388;40;Z017;2025-02-21;2025-07-25;3;"21 april 2025 - 20 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000031;ZONA;KKFU7120388;40;Z017;2025-02-21;2025-07-25;4;"21 mei 2025 - 20 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000032;ZONA;KKFU7120388;40;Z017;2025-02-21;2025-07-25;5;"21 juni 2025 - 20 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;6
TK125020000033;ZONA;KKFU7120388;40;Z017;2025-02-21;2025-07-25;6;"21 juli 2025 - 25 juli 2025";Harian;210210;192692;23123;4204;229129;;6
TK125020000034;ZONA;MEDU8269787;40;Z016;2025-02-20;2025-07-01;1;"20 februari 2025 - 19 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000035;ZONA;MEDU8269787;40;Z016;2025-02-20;2025-07-01;2;"20 maret 2025 - 19 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000036;ZONA;MEDU8269787;40;Z016;2025-02-20;2025-07-01;3;"20 april 2025 - 19 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000037;ZONA;MEDU8269787;40;Z016;2025-02-20;2025-07-01;4;"20 mei 2025 - 19 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;5
TK125020000038;ZONA;MEDU8269787;40;Z016;2025-02-20;2025-07-01;5;"20 juni 2025 - 1 juli 2025";Harian;504504;462462;55495;10090;549909;;5
TK125020000039;ZONA;GESU5508370;40;Z019;2025-02-24;;1;"24 februari 2025 - 23 maret 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000040;ZONA;GESU5508370;40;Z019;2025-02-24;;2;"24 maret 2025 - 23 april 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000041;ZONA;GESU5508370;40;Z019;2025-02-24;;3;"24 april 2025 - 23 mei 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000042;ZONA;GESU5508370;40;Z019;2025-02-24;;4;"24 mei 2025 - 23 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000043;ZONA;GESU5508370;40;Z019;2025-02-24;;5;"24 juni 2025 - 23 juli 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
TK125020000044;ZONA;GESU5508370;40;Z019;2025-02-24;;6;"24 juli 2025 - 23 agustus 2025";Bulanan;1261261;1156156;138739;25225;1374774;;7
