KONTAINER;PERIODE;AWAL;AKHIR; TAGIHAN ;NoTagihan;Tgl. Tagihan;No. Bayar;Tgl. Bayar;;;;;Impor;Pranota;Bayar
BMOU4192536;10;10 Mar 25;09 Apr 25; 1.261.261,00 ;ZONA250427907;29 Apr 25;EBK250600289;26 Jun 25;;;;;"BMOU4192536;10;45726;45756;1261261;ZONA250427907;45776";"ZONA250427907;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
BMOU4402838;1;13 Mar 25;12 Apr 25; 1.261.261,00 ;ZONA250528236;21 May 25;EBK250600289;26 Jun 25;;;;;"BMOU4402838;1;45729;45759;1261261;ZONA250528236;45798";"ZONA250528236;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
BMOU4555375;1;07 Mar 24;06 Apr 24; 1.261.261,00 ;ZONA240423318;24 Apr 24;EBK250100275;30 Jan 25;;;;;"BMOU4555375;1;45358;45388;1261261;ZONA240423318;45406";"ZONA240423318;45406;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
BPLU1210002;2;20 Mar 25;19 Apr 25; 1.261.261,00 ;ZONA250528155;16 May 25;EBK250600289;26 Jun 25;;;;;"BPLU1210002;2;45736;45766;1261261;ZONA250528155;45793";"ZONA250528155;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
CAIU3124624;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CAIU3124624;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CAIU3185168;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"CAIU3185168;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
CAKU2214968;1;26 Oct 21;25 Nov 21; 700.000,00 ;ZONA211012324NT;27 Oct 21;EBK211200093;10 Dec 21;;;;;"CAKU2214968;1;44495;44525;700000;ZONA211012324NT;44496";"ZONA211012324NT;44496;SKT2112000001;44540;700000";"SKT2112000001;44540;EBK211200093;44540;700000"
CAKU2215711;1;13 Aug 21;12 Sep 21; 700.000,00 ;ZONA210811491NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"CAKU2215711;1;44421;44451;700000;ZONA210811491NT;44424";"ZONA210811491NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
CAKU9693131;1;18 Oct 21;17 Nov 21; 1.300.000,00 ;ZONA211012200NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"CAKU9693131;1;44487;44517;1300000;ZONA211012200NT;44490";"ZONA211012200NT;44490;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
CAXU2431090;1;18 Dec 21;17 Jan 22; 700.000,00 ;ZONA211213016NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"CAXU2431090;1;44548;44578;700000;ZONA211213016NT;44550";"ZONA211213016NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
CAXU6937677;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"CAXU6937677;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
CAXU8184119;1;14 Mar 25;13 Apr 25; 1.261.261,00 ;ZONA250528238;21 May 25;EBK250600289;26 Jun 25;;;;;"CAXU8184119;1;45730;45760;1261261;ZONA250528238;45798";"ZONA250528238;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
CAXU9096769;1;10 Mar 25;09 Apr 25; 1.261.261,00 ;ZONA250528172;16 May 25;EBK250600289;26 Jun 25;;;;;"CAXU9096769;1;45726;45756;1261261;ZONA250528172;45793";"ZONA250528172;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
CAXU9319646;1;21 Oct 21;20 Nov 21; 1.300.000,00 ;ZONA211012242NT;22 Oct 21;EBK211200093;10 Dec 21;;;;;"CAXU9319646;1;44490;44520;1300000;ZONA211012242NT;44491";"ZONA211012242NT;44491;SKT2112000001;44540;1300000";"SKT2112000001;44540;EBK211200093;44540;1300000"
CAXU9513728;1;30 Sep 21;29 Oct 21; 1.300.000,00 ;ZONA211012004NT;01 Oct 21;EBK211100255;20 Nov 21;;;;;"CAXU9513728;1;44469;44498;1300000;ZONA211012004NT;44470";"ZONA211012004NT;44470;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
CAXU9968753;1;14 Oct 21;13 Nov 21; 1.300.000,00 ;ZONA211012156NT;15 Oct 21;EBK211100255;20 Nov 21;;;;;"CAXU9968753;1;44483;44513;1300000;ZONA211012156NT;44484";"ZONA211012156NT;44484;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
CBHU4034438;1;29 Sep 22;28 Oct 22; 675.676,00 ;ZONA220917258;30 Sep 22;EBK251100159;15 Nov 22;;;;;"CBHU4034438;1;44833;44862;675676;ZONA220917258;44834";"ZONA220917258;44834;SKT2211000001;44880;675676";"SKT2211000001;44880;EBK251100159;44880;675676"
CCLU2603047;1;02 Nov 21;01 Dec 21; 700.000,00 ;ZONA211112412NT;03 Nov 21;EBK211200152;15 Dec 21;;;;;"CCLU2603047;1;44502;44531;700000;ZONA211112412NT;44503";"ZONA211112412NT;44503;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
CCLU2823592;1;30 Apr 21;29 May 21; 700.000,00 ;ZONA210510440NT;03 May 21;EBK210600009;02 Jun 21;;;;;"CCLU2823592;1;44316;44345;700000;ZONA210510440NT;44319";"ZONA210510440NT;44319;SKT2106000001;44349;700000";"SKT2106000001;44349;EBK210600009;44349;700000"
CCLU3996437;1;19 Mar 25;18 Apr 25; 675.676,00 ;ZONA250528244;21 May 25;EBK250600289;26 Jun 25;;;;;"CCLU3996437;1;45735;45765;675676;ZONA250528244;45798";"ZONA250528244;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
CCLU6777900;3;08 Mar 24;07 Apr 24; 1.261.261,00 ;ZONA240322933;03 May 24;EBK240500209;20 May 24;;;;;"CCLU6777900;3;45359;45389;1261261;ZONA240322933;45415";"ZONA240322933;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
CCLU7032547;1;08 Mar 24;07 Apr 24; 1.261.261,00 ;ZONA240423318;24 Apr 24;EBK250100275;30 Jan 25;;;;;"CCLU7032547;1;45359;45389;1261261;ZONA240423318;45406";"ZONA240423318;45406;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
CHKU2205826;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CHKU2205826;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CHKU2210329;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"CHKU2210329;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
CHKU2213061;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CHKU2213061;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CHKU2214290;1;13 Aug 21;12 Sep 21; 700.000,00 ;ZONA210811491NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"CHKU2214290;1;44421;44451;700000;ZONA210811491NT;44424";"ZONA210811491NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
CHKU2218799;1;03 Nov 21;02 Dec 21; 700.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"CHKU2218799;1;44503;44532;700000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
CHKU2219007;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"CHKU2219007;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
CHKU2219500;1;13 Aug 21;12 Sep 21; 700.000,00 ;ZONA210811491NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"CHKU2219500;1;44421;44451;700000;ZONA210811491NT;44424";"ZONA210811491NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
CHKU3570530;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CHKU3570530;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CHKU3572750;1;03 Nov 21;02 Dec 21; 700.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"CHKU3572750;1;44503;44532;700000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
CLHU2169408;1;13 Aug 21;12 Sep 21; 700.000,00 ;ZONA210811491NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"CLHU2169408;1;44421;44451;700000;ZONA210811491NT;44424";"ZONA210811491NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
CLHU8013500;3;17 Mar 24;16 Apr 24; 1.261.261,00 ;ZONA240322935;03 May 24;EBK240500209;20 May 24;;;;;"CLHU8013500;3;45368;45398;1261261;ZONA240322935;45415";"ZONA240322935;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
CRSU1076096;1;25 Jan 22;24 Feb 22; 700.000,00 ;ZONA220113692NT;26 Jan 22;EBK220400042;05 Apr 22;;;;;"CRSU1076096;1;44586;44616;700000;ZONA220113692NT;44587";"ZONA220113692NT;44587;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
CRSU1162569;1;24 Jan 22;23 Feb 22; 700.000,00 ;ZONA220113648NT;25 Jan 22;EBK220400042;05 Apr 22;;;;;"CRSU1162569;1;44585;44615;700000;ZONA220113648NT;44586";"ZONA220113648NT;44586;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
CRSU1409664;1;20 Nov 21;19 Dec 21; 700.000,00 ;ZONA211112665NT;22 Nov 21;EBK220400042;05 Apr 22;;;;;"CRSU1409664;1;44520;44549;700000;ZONA211112665NT;44522";"ZONA211112665NT;44522;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
CRSU1421799;1;30 Sep 22;29 Oct 22; 675.676,00 ;ZONA221017260;03 Oct 22;EBK251100159;15 Nov 22;;;;;"CRSU1421799;1;44834;44863;675676;ZONA221017260;44837";"ZONA221017260;44837;SKT2211000001;44880;675676";"SKT2211000001;44880;EBK251100159;44880;675676"
CRSU1421799;7;01 Apr 23;30 Apr 23; 675.676,00 ;ZONA230419494;10 Apr 23;EBK250100275;30 Jan 25;;;;;"CRSU1421799;7;45017;45046;675676;ZONA230419494;45026";"ZONA230419494;45026;SKT2501000001;45687;675676";"SKT2501000001;45687;EBK250100275;45687;675676"
CRSU1421799;8;01 May 23;09 May 23; 202.703,00 ;ZONA230519769;11 May 23;EBK250100275;31 Jan 25;;;;;"CRSU1421799;8;45047;45055;202703;ZONA230519769;45057";"ZONA230519769;45057;SKT2501000002;45688;202703";"SKT2501000002;45688;EBK250100275;45688;202703"
CRXU1277718;1;24 Jan 22;23 Feb 22; 700.000,00 ;ZONA220113648NT;25 Jan 22;EBK220400042;05 Apr 22;;;;;"CRXU1277718;1;44585;44615;700000;ZONA220113648NT;44586";"ZONA220113648NT;44586;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
CRXU1294994;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CRXU1294994;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CRXU1512036;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CRXU1512036;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CRXU2132025;1;02 Nov 21;01 Dec 21; 700.000,00 ;ZONA211112412NT;03 Nov 21;EBK211200152;15 Dec 21;;;;;"CRXU2132025;1;44502;44531;700000;ZONA211112412NT;44503";"ZONA211112412NT;44503;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
CRXU3112086;1;24 Jan 22;23 Feb 22; 700.000,00 ;ZONA220113648NT;25 Jan 22;EBK220400042;05 Apr 22;;;;;"CRXU3112086;1;44585;44615;700000;ZONA220113648NT;44586";"ZONA220113648NT;44586;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
CRXU3112086;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"CRXU3112086;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
CRXU3121030;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CRXU3121030;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CRXU3175633;1;29 Sep 22;28 Oct 22; 675.676,00 ;ZONA220917258;30 Sep 22;EBK251100159;15 Nov 22;;;;;"CRXU3175633;1;44833;44862;675676;ZONA220917258;44834";"ZONA220917258;44834;SKT2211000001;44880;675676";"SKT2211000001;44880;EBK251100159;44880;675676"
CRXU3177765;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CRXU3177765;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CRXU3248180;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"CRXU3248180;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
CRXU9454445;1;24 Aug 23;18 Sep 23; 1.093.093,00 ;ZONA230820953;12 Jan 24;EBK250100275;30 Jan 25;;;;;"CRXU9454445;1;45162;45187;1093093;ZONA230820953;45303";"ZONA230820953;45303;SKT2501000001;45687;1093093";"SKT2501000001;45687;EBK250100275;45687;1093093"
CXDU1244424;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"CXDU1244424;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
CXDU1272690;1;21 Jan 22;20 Feb 22; 700.000,00 ;ZONA220113605NT;22 Jul 22;EBK220400042;05 Apr 22;;;;;"CXDU1272690;1;44582;44612;700000;ZONA220113605NT;44764";"ZONA220113605NT;44764;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
DFSU6225950;2;20 Mar 25;19 Apr 25; 1.261.261,00 ;ZONA250528155;16 May 25;EBK250600289;26 Jun 25;;;;;"DFSU6225950;2;45736;45766;1261261;ZONA250528155;45793";"ZONA250528155;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
DPEU9900044;1;18 Oct 21;17 Nov 21; 700.000,00 ;ZONA211012200NT;19 Oct 21;EBK211100255;20 Nov 21;;;;;"DPEU9900044;1;44487;44517;700000;ZONA211012200NT;44488";"ZONA211012200NT;44488;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
DRYU2106801;1;25 Jan 22;24 Feb 22; 700.000,00 ;ZONA220113692NT;26 Jan 22;EBK220400042;05 Apr 22;;;;;"DRYU2106801;1;44586;44616;700000;ZONA220113692NT;44587";"ZONA220113692NT;44587;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
EGHU9005182;3;13 Mar 24;12 Apr 24; 1.261.261,00 ;ZONA240322929;03 May 24;EBK240500209;20 May 24;;;;;"EGHU9005182;3;45364;45394;1261261;ZONA240322929;45415";"ZONA240322929;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
EISU9153844;3;15 Mar 24;14 Apr 24; 1.261.261,00 ;ZONA240322928;03 May 24;EBK240500209;20 May 24;;;;;"EISU9153844;3;45366;45396;1261261;ZONA240322928;45415";"ZONA240322928;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
EMCU6089440;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"EMCU6089440;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
EMCU9664034;1;17 Nov 23;16 Dec 23; 1.261.261,00 ;ZONA231221935;04 Dec 23;EBK240500055;21 May 24;;;;;"EMCU9664034;1;45247;45276;1261261;ZONA231221935;45264";"ZONA231221935;45264;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
EMSU9871692;3;07 Mar 25;06 Apr 25; 1.261.261,00 ;ZONA250427903;29 Apr 25;EBK250600289;26 Jun 25;;;;;"EMSU9871692;3;45723;45753;1261261;ZONA250427903;45776";"ZONA250427903;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
EMSU9871692;4;07 Apr 25;06 May 25; 1.261.261,00 ;ZONA250427904;29 Apr 25;EBK250600289;26 Jun 25;;;;;"EMSU9871692;4;45754;45783;1261261;ZONA250427904;45776";"ZONA250427904;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
FCIU2616119;1;29 Sep 22;28 Oct 22; 675.676,00 ;ZONA230620126;14 Jun 23;EBK250100275;30 Jan 25;;;;;"FCIU2616119;1;44833;44862;675676;ZONA230620126;45091";"ZONA230620126;45091;SKT2501000001;45687;675676";"SKT2501000001;45687;EBK250100275;45687;675676"
FCIU2616119;2;29 Oct 22;28 Nov 22; 675.676,00 ;ZONA230620126;14 Jun 23;EBK250100275;30 Jan 25;;;;;"FCIU2616119;2;44863;44893;675676;ZONA230620126;45091";"ZONA230620126;45091;SKT2501000001;45687;675676";"SKT2501000001;45687;EBK250100275;45687;675676"
FCIU2616119;3;29 Nov 22;28 Dec 22; 675.676,00 ;ZONA230620126;14 Jun 23;EBK250100275;30 Jan 25;;;;;"FCIU2616119;3;44894;44923;675676;ZONA230620126;45091";"ZONA230620126;45091;SKT2501000001;45687;675676";"SKT2501000001;45687;EBK250100275;45687;675676"
FCIU2616119;4;29 Dec 22;28 Jan 23; 675.676,00 ;ZONA230620126;14 Jun 23;EBK250100275;30 Jan 25;;;;;"FCIU2616119;4;44924;44954;675676;ZONA230620126;45091";"ZONA230620126;45091;SKT2501000001;45687;675676";"SKT2501000001;45687;EBK250100275;45687;675676"
FCIU2616119;5;29 Jan 23;27 Feb 23; 675.676,00 ;ZONA230620126;14 Jun 23;EBK250100275;30 Jan 25;;;;;"FCIU2616119;5;44955;44984;675676;ZONA230620126;45091";"ZONA230620126;45091;SKT2501000001;45687;675676";"SKT2501000001;45687;EBK250100275;45687;675676"
FCIU9298391;1;20 Mar 25;19 Apr 25; 1.261.261,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"FCIU9298391;1;45736;45766;1261261;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
FDSU4680058;1;30 Sep 22;29 Oct 22; 1.261.261,00 ;ZONA221017260;03 Oct 22;EBK251100159;15 Nov 22;;;;;"FDSU4680058;1;44834;44863;1261261;ZONA221017260;44837";"ZONA221017260;44837;SKT2211000001;44880;1261261";"SKT2211000001;44880;EBK251100159;44880;1261261"
FDSU4680058;7;01 Apr 23;30 Apr 23; 1.261.261,00 ;ZONA230419494;10 Apr 23;EBK250100275;30 Jan 25;;;;;"FDSU4680058;7;45017;45046;1261261;ZONA230419494;45026";"ZONA230419494;45026;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
FDSU4680058;8;01 May 23;09 May 23; 378.378,00 ;ZONA230519769;11 May 23;EBK250100275;31 Jan 25;;;;;"FDSU4680058;8;45047;45055;378378;ZONA230519769;45057";"ZONA230519769;45057;SKT2501000002;45688;378378";"SKT2501000002;45688;EBK250100275;45688;378378"
FORU8416289;1;11 Mar 25;10 Apr 25; 675.676,00 ;ZONA250528123;21 May 25;EBK250600289;26 Jun 25;;;;;"FORU8416289;1;45727;45757;675676;ZONA250528123;45798";"ZONA250528123;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
FORU8480890;1;11 Mar 25;10 Apr 25; 675.676,00 ;ZONA250528123;21 May 25;EBK250600289;26 Jun 25;;;;;"FORU8480890;1;45727;45757;675676;ZONA250528123;45798";"ZONA250528123;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
FORU8487209;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"FORU8487209;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
FSCU6171695;1;24 Aug 23;23 Sep 23; 1.261.261,00 ;ZONA230820953;12 Jan 24;EBK250100275;30 Jan 25;;;;;"FSCU6171695;1;45162;45192;1261261;ZONA230820953;45303";"ZONA230820953;45303;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
FSCU6171695;2;24 Sep 23;23 Oct 23; 1.261.261,00 ;ZONA231121806;16 Nov 23;EBK250100275;30 Jan 25;;;;;"FSCU6171695;2;45193;45222;1261261;ZONA231121806;45246";"ZONA231121806;45246;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
FSCU6171695;3;24 Oct 23;23 Nov 23; 1.261.261,00 ;ZONA231121807;16 Nov 23;EBK250100275;30 Jan 25;;;;;"FSCU6171695;3;45223;45253;1261261;ZONA231121807;45246";"ZONA231121807;45246;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
FSCU6171695;4;24 Nov 23;15 Dec 23; 924.925,00 ;ZONA231222071;16 Dec 23;EBK250100275;30 Jan 25;;;;;"FSCU6171695;4;45254;45275;924925;ZONA231222071;45276";"ZONA231222071;45276;SKT2501000001;45687;924925";"SKT2501000001;45687;EBK250100275;45687;924925"
FSCU7830230;1;18 Oct 21;17 Nov 21; 700.000,00 ;ZONA211012200NT;19 Oct 21;EBK211100255;20 Nov 21;;;;;"FSCU7830230;1;44487;44517;700000;ZONA211012200NT;44488";"ZONA211012200NT;44488;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
FUKU3664359;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"FUKU3664359;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
GAEU7505227;1;06 Oct 22;24 Oct 22; 3.800.000,00 ;ZONA221017561;02 Oct 22;EBK221100159;15 Nov 22;;;;;"GAEU7505227;1;44840;44858;3800000;ZONA221017561;44836";"ZONA221017561;44836;SKT2211000001;44880;3800000";"SKT2211000001;44880;EBK221100159;44880;3800000"
GATU0779332;1;02 Nov 21;01 Dec 21; 700.000,00 ;ZONA211112412NT;03 Nov 21;EBK211200152;15 Dec 21;;;;;"GATU0779332;1;44502;44531;700000;ZONA211112412NT;44503";"ZONA211112412NT;44503;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
GATU1013790;1;16 Oct 21;15 Nov 21; 700.000,00 ;ZONA211112642NT;19 Nov 21;EBK220400042;05 Apr 22;;;;;"GATU1013790;1;44485;44515;700000;ZONA211112642NT;44519";"ZONA211112642NT;44519;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
GATU1321690;1;24 Jan 22;23 Feb 22; 700.000,00 ;ZONA220113648NT;25 Jan 22;EBK220400042;05 Apr 22;;;;;"GATU1321690;1;44585;44615;700000;ZONA220113648NT;44586";"ZONA220113648NT;44586;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
GATU8503607;2;28 Mar 25;27 Apr 25; 1.261.261,00 ;ZONA250528170;16 May 25;EBK250600289;26 Jun 25;;;;;"GATU8503607;2;45744;45774;1261261;ZONA250528170;45793";"ZONA250528170;45793;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
GATU8503607;3;08 Mar 24;07 Apr 24; 1.261.261,00 ;ZONA240322933;03 May 24;EBK240500209;20 May 24;;;;;"GATU8503607;3;45359;45389;1261261;ZONA240322933;45415";"ZONA240322933;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
GERU3033851;1;13 Aug 21;12 Sep 21; 700.000,00 ;ZONA210811491NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"GERU3033851;1;44421;44451;700000;ZONA210811491NT;44424";"ZONA210811491NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
GESU1057453;1;26 Nov 21;25 Dec 21; 700.000,00 ;ZONA211112764NT;29 Nov 21;EBK220400041;05 Apr 22;;;;;"GESU1057453;1;44526;44555;700000;ZONA211112764NT;44529";"ZONA211112764NT;44529;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
GESU1136336;1;30 Apr 21;29 May 21; 700.000,00 ;ZONA210510440NT;03 May 21;EBK210600009;02 Jun 21;;;;;"GESU1136336;1;44316;44345;700000;ZONA210510440NT;44319";"ZONA210510440NT;44319;SKT2106000001;44349;700000";"SKT2106000001;44349;EBK210600009;44349;700000"
